date,ticker,name,wave_stage,score,close,volume,MA20,MA50,RSI,Position52
2025-12-30,221980,케이디켐,General Uptrend,60,10530.0,585.0,10769.0,10516.8,36.23188405797102,0.3271604938271605
2025-12-30,217820,원익피앤이,General Uptrend,60,3665.0,183977.0,3711.5,3622.6,49.458483754512635,0.6794871794871795
2025-12-30,088260,이리츠코크렙,General Uptrend,60,4557.0,19593.0,4776.6,4766.54,24.646781789638936,0.6010416666666667
2025-12-30,191410,육일씨엔에쓰,General Uptrend,60,2900.0,579861.0,2270.05,1817.1,75.13812154696133,0.7664233576642335
2025-12-30,233990,질경이,General Uptrend,60,2000.0,6302.0,2280.5,1806.12,48.06338028169014,0.6194503171247357
2025-12-30,142210,유니트론텍,General Uptrend,60,6130.0,262841.0,6162.5,5807.0,42.39631336405529,0.572744014732965
2025-12-30,476040,오가노이드사이언스,General Uptrend,60,38700.0,196438.0,41445.0,36239.0,44.1860465116279,0.42795698924731185
2025-12-30,222110,팬젠,General Uptrend,60,5670.0,5238.0,5864.5,5863.8,28.888888888888886,0.4410339256865913
2025-12-30,006620,동구바이오제약,General Uptrend,60,5460.0,78343.0,5715.5,5573.2,44.23076923076923,0.4624277456647399
2025-12-30,183490,엔지켐생명과학,General Uptrend,60,1523.0,1306359.0,1336.4,1187.5,70.1086956521739,0.706875753920386
2025-12-30,228340,동양파일,General Uptrend,60,1910.0,4552.0,1794.85,1702.8,88.05460750853243,0.5538461538461539
2025-12-30,144510,지씨셀,General Uptrend,60,24850.0,31239.0,26132.5,24785.0,45.0,0.687228496959166
2025-12-30,237690,에스티팜,General Uptrend,60,118900.0,122360.0,124465.0,109862.0,34.64285714285714,0.7759643916913946
2025-12-30,004060,SG세계물산,General Uptrend,60,341.0,402275.0,344.15,327.56,56.09756097560975,0.3983050847457627
2025-12-30,002350,넥센타이어,General Uptrend,60,7580.0,41547.0,7841.5,7299.4,37.5,0.796711509715994
2025-12-30,194370,제이에스코퍼레이션,General Uptrend,60,12810.0,85645.0,13203.0,11566.8,52.55319148936171,0.5228937728937729
2025-12-30,000230,일동홀딩스,General Uptrend,60,13340.0,51936.0,13580.5,12537.4,54.34462444771723,0.6646234676007006
2025-12-30,000120,CJ대한통운,General Uptrend,60,94700.0,38442.0,95755.0,91228.0,47.65957446808511,0.7004048582995951
2025-12-30,000700,유수홀딩스,General Uptrend,60,5830.0,13718.0,6050.5,5783.0,44.554455445544555,0.48936170212765956
2025-12-30,265520,AP시스템,General Uptrend,60,19420.0,30276.0,19710.0,19696.0,40.36939313984169,0.5109223300970874
2025-12-30,258790,소프트캠프,General Uptrend,60,1452.0,124982.0,1418.95,1334.32,56.78571428571429,0.6964028776978417
2025-12-30,003550,LG,General Uptrend,60,80500.0,82698.0,82470.0,81842.0,40.140845070422536,0.6646706586826348
2025-12-30,004150,한솔홀딩스,General Uptrend,60,3070.0,29378.0,3145.25,3129.8,44.44444444444444,0.6727941176470589
2025-12-30,0004Y0,디비금융제14호스팩,General Uptrend,60,2010.0,222.0,2013.25,2005.92,39.99999999999999,0.4444444444444444
2025-12-30,005300,롯데칠성음료,General Uptrend,60,139100.0,20542.0,134615.0,125118.0,61.737089201877936,0.7160940325497287
2025-12-30,003200,일신방직,General Uptrend,60,12520.0,23472.0,13001.0,12300.4,40.34090909090909,0.5693673695893452
2025-12-30,003090,대웅,General Uptrend,60,22050.0,47633.0,23700.0,23242.0,22.891566265060234,0.40507436570428695
2025-12-30,002900,TYM,General Uptrend,60,6295.0,175077.0,6393.25,6261.7,49.187935034802784,0.7387944358578052
2025-12-30,000140,하이트진로홀딩스,General Uptrend,60,9750.0,27339.0,10108.5,10024.0,38.23529411764706,0.3404255319148936
2025-12-30,267980,매일유업,General Uptrend,60,35200.0,2285.0,35995.0,35436.0,44.57831325301205,0.4268292682926829
2025-12-30,266170,뿌리깊은나무들,General Uptrend,60,342.0,0.0,325.0,312.2,95.65217391304348,0.48857142857142855
2025-12-30,003380,하림지주,General Uptrend,60,10630.0,1004419.0,10170.0,8770.4,62.0,0.5918803418803419
2025-12-30,002790,아모레퍼시픽홀딩스,General Uptrend,60,26800.0,47521.0,27445.0,27218.0,43.01075268817205,0.5158166559070368
2025-12-30,380550,뉴로핏,General Uptrend,60,22550.0,322017.0,26777.5,24200.4,31.772575250836127,0.511340206185567
2025-12-30,475230,엔알비,General Uptrend,60,14800.0,88599.0,14088.5,12941.0,62.756052141527,0.3738898756660746
2025-12-30,0041L0,하나35호스팩,General Uptrend,60,2000.0,3991.0,2005.35,2000.54,36.84210526315789,0.3877551020408163
2025-12-30,309710,아이티켐,General Uptrend,60,34650.0,238410.0,41032.5,35057.0,30.175438596491233,0.4553405777895574
2025-12-30,000590,CS홀딩스,General Uptrend,60,77400.0,116.0,79840.0,77906.0,37.96296296296296,0.3251366120218579
2025-12-30,001120,LX인터내셔널,General Uptrend,60,32350.0,59647.0,32745.0,31398.0,50.0,0.7723214285714286
2025-12-30,271980,제일약품,General Uptrend,60,15170.0,13494.0,15719.0,14886.8,44.60285132382892,0.6450742240215924
2025-12-30,260660,알리코제약,General Uptrend,60,4315.0,1177251.0,4158.25,3923.0,55.64142194744978,0.348294434470377
2025-12-30,0072Z0,KB제33호스팩,General Uptrend,60,1990.0,16468.0,1992.2,1986.1,37.037037037037045,0.625
2025-12-30,156100,엘앤케이바이오,General Uptrend,60,12660.0,138538.0,14053.0,11411.8,35.98862019914651,0.6843629343629344
2025-12-30,215600,신라젠,General Uptrend,60,3500.0,941746.0,3500.0,3128.7,52.57352941176471,0.5755217545100814
2025-12-30,227420,도부,General Uptrend,60,970.0,5.0,951.7,887.34,53.5110533159948,0.4226579520697168
2025-12-30,111110,호전실업,General Uptrend,60,7720.0,17495.0,8287.5,8012.6,38.29787234042553,0.3950617283950617
2025-12-30,000640,동아쏘시오홀딩스,General Uptrend,60,110400.0,4655.0,118460.0,112764.0,14.197530864197532,0.531055900621118
2025-12-30,001460,BYC,General Uptrend,60,42500.0,1752.0,43752.5,40505.0,46.26865671641791,0.5936952714535902
2025-12-30,002020,코오롱,General Uptrend,60,49800.0,53053.0,51667.5,49488.0,50.4823151125402,0.7208374875373879
2025-12-30,488280,에스투더블유,General Uptrend,60,29400.0,429097.0,31017.5,25961.2,43.841336116910234,0.5192743764172335
2025-12-30,280360,롯데웰푸드,General Uptrend,60,114800.0,7511.0,119925.0,119502.0,30.872483221476514,0.4967532467532468
2025-12-30,307180,아이엘,General Uptrend,60,3180.0,400824.0,3040.75,2839.3,54.460093896713616,0.639344262295082
2025-12-30,112610,씨에스윈드,General Uptrend,60,41600.0,118459.0,43947.5,43340.0,35.41666666666667,0.5032679738562091
2025-12-30,173940,에프엔씨엔터,General Uptrend,60,4120.0,4645.0,3900.25,3495.2,77.62237762237763,0.7251908396946565
2025-12-30,140520,대창스틸,General Uptrend,60,2155.0,9006.0,2207.5,2166.1,37.254901960784316,0.36936936936936937
2025-12-30,208140,정다운,General Uptrend,60,2635.0,86346.0,2718.5,2685.3,36.53846153846153,0.376
2025-12-30,208370,셀바스헬스케어,General Uptrend,60,5740.0,1944963.0,5293.75,4566.7,63.51480420248328,0.5716034271725826
2025-12-30,208890,미래엔에듀파트너,General Uptrend,60,1097.0,0.0,1097.4,1094.76,50.0,0.6302367941712204
2025-12-30,056090,시지메드텍,General Uptrend,60,1172.0,482575.0,1181.2,1074.2,40.96109839816934,0.6309963099630996
2025-12-30,027360,아주IB투자,General Uptrend,60,2915.0,2104915.0,2655.0,2290.32,64.68401486988847,0.4337606837606838
2025-12-30,246710,티앤알바이오팹,General Uptrend,60,3900.0,1144642.0,3347.75,2324.94,69.2982456140351,0.5972431617488693
2025-12-30,117730,티로보틱스,General Uptrend,60,20150.0,1037562.0,18657.0,17452.2,59.05096660808436,0.707774798927614
2025-12-30,213500,한솔제지,General Uptrend,60,8300.0,12980.0,8448.0,8359.2,40.42553191489362,0.3473053892215569
2025-12-30,215200,메가스터디교육,General Uptrend,60,42450.0,15710.0,44225.0,43232.0,29.599999999999994,0.3100558659217877
2025-12-30,177350,베셀,General Uptrend,60,1224.0,111204.0,1296.15,1269.56,44.14784394250513,0.6541956173169428
2025-12-30,103660,씨앗,General Uptrend,60,1096.0,12.0,1053.65,1033.4,65.59485530546624,0.685428392745466
2025-12-30,214180,헥토이노베이션,General Uptrend,60,16100.0,23622.0,16568.5,16309.4,49.1183879093199,0.669432918395574
2025-12-30,263020,디케이앤디,General Uptrend,60,3020.0,20115.0,3129.5,3107.5,34.42622950819671,0.35
2025-12-30,189350,코셋,General Uptrend,60,1635.0,152.0,1640.55,1502.44,46.78714859437751,0.5426356589147286
2025-12-30,140660,위월드,General Uptrend,60,1100.0,10.0,1354.65,1291.64,39.4842868654311,0.5072886297376094
2025-12-30,154040,다산솔루에타,General Uptrend,60,1171.0,23453.0,1143.6,1087.44,55.102040816326536,0.4354561101549053
2025-12-30,138080,오이솔루션,General Uptrend,60,13130.0,65898.0,13454.5,13066.0,53.4017971758665,0.6746835443037975
2025-12-30,027410,BGF,General Uptrend,60,3900.0,44391.0,4033.0,3955.3,41.525423728813564,0.46037735849056605
2025-12-30,003070,코오롱글로벌,General Uptrend,60,9050.0,6172.0,9453.0,9199.2,25.547445255474457,0.3693379790940767
2025-12-30,005960,동부건설,General Uptrend,60,5630.0,99700.0,5765.0,5704.4,49.557522123893804,0.6415362731152204
2025-12-30,007700,F&F 홀딩스,General Uptrend,60,18670.0,21698.0,20361.0,19454.4,36.42611683848797,0.5455861070911722
2025-12-30,192400,쿠쿠홀딩스,General Uptrend,60,29000.0,18816.0,30205.0,29152.0,32.8125,0.5369127516778524
2025-12-30,382150,온코크로스,General Uptrend,60,9550.0,81600.0,11358.0,10743.2,14.016172506738542,0.31183830606352264
2025-12-30,487720,키움제10호스팩,General Uptrend,60,2080.0,9005.0,2091.25,2088.3,43.47826086956522,0.65
2025-12-30,487360,신한제14호스팩,General Uptrend,60,2050.0,2035.0,2053.0,2046.3,35.294117647058826,0.6944444444444444
2025-12-30,499790,GS피앤엘,General Uptrend,60,41800.0,125209.0,46235.0,44280.0,9.917355371900825,0.5910259406403365
2025-12-30,493790,유안타제17호스팩,General Uptrend,60,2000.0,4630.0,2002.15,2000.16,50.0,0.6938775510204082
2025-12-30,003830,대한화섬,General Uptrend,60,118200.0,85.0,120365.0,118126.0,42.96875,0.32231404958677684
2025-12-30,010780,아이에스동서,General Uptrend,60,23300.0,51487.0,21993.0,19699.4,67.11111111111111,0.7477744807121661
2025-12-30,004650,창해에탄올,General Uptrend,60,9830.0,9319.0,10337.5,10124.6,26.956521739130437,0.45126353790613716
2025-12-30,000720,현대건설,General Uptrend,60,70300.0,858865.0,71125.0,66888.0,44.62809917355372,0.7529215358931552
2025-12-30,009070,케이씨티시,General Uptrend,60,6240.0,511551.0,6005.5,5591.7,63.665594855305464,0.6218020022246941
2025-12-30,094360,칩스앤미디어,General Uptrend,60,18090.0,209889.0,17727.5,16352.8,46.04743083003953,0.4894957983193277
2025-12-30,222420,쎄노텍,General Uptrend,60,833.0,45246.0,864.4,854.26,24.516129032258064,0.3986820428336079
2025-12-30,095570,AJ네트웍스,General Uptrend,60,4645.0,100221.0,4659.75,4539.0,52.72727272727273,0.7710184552289815
2025-12-30,196700,웹스,General Uptrend,60,2165.0,349267.0,1852.65,1583.66,69.28520877565464,0.677522349936143
2025-12-30,002690,동일제강,General Uptrend,60,1635.0,21817.0,1637.65,1629.44,44.89795918367347,0.7078986587183308
2025-12-30,300720,한일시멘트,General Uptrend,60,17890.0,67682.0,19011.0,18278.6,41.822429906542055,0.4702774108322325
2025-12-30,178780,일월지엠엘,General Uptrend,60,2800.0,36028.0,3020.5,2899.9,40.136054421768705,0.5894736842105263
2025-12-30,197140,디지캡,General Uptrend,60,2450.0,15979.0,2213.5,2049.8,75.92592592592592,0.6634615384615384
2025-12-30,257370,피엔티엠에스,General Uptrend,60,2810.0,37194.0,2409.25,2374.7,75.0,0.4056261343012704
2025-12-30,219130,타이거일렉,General Uptrend,60,22400.0,53021.0,21170.0,20410.4,57.2289156626506,0.6628630705394191
2025-12-30,004960,한신공영,General Uptrend,60,10330.0,566056.0,10837.0,9144.4,50.45180722891566,0.59375
2025-12-30,003080,SB성보,General Uptrend,60,2785.0,3765.0,2860.5,2842.4,35.21126760563381,0.6638655462184874
2025-12-30,448900,한국피아이엠,General Uptrend,60,43450.0,320738.0,55807.5,43692.0,18.962432915921283,0.5087025316455697
2025-12-30,459510,나우로보틱스,General Uptrend,60,21250.0,128104.0,22682.5,22110.4,41.50000000000001,0.4067796610169492
2025-12-30,376900,로킷헬스케어,General Uptrend,60,66400.0,407690.0,71950.0,57035.0,43.95886889460154,0.7188097188097188
2025-12-30,293940,신한알파리츠,General Uptrend,60,5550.0,124328.0,5651.5,5602.6,26.31578947368422,0.3465346534653465
2025-12-30,086220,광동헬스바이오,General Uptrend,60,1587.0,1426.0,1491.1,1394.8,43.28358208955223,0.7796327212020033
2025-12-30,214320,이노션,General Uptrend,60,18540.0,96470.0,18797.5,18116.6,42.1455938697318,0.40106951871657753
2025-12-30,219550,디와이디,General Uptrend,60,884.0,189045.0,782.3,445.94,37.69751693002257,0.7366666666666667
2025-12-30,010400,우진아이엔에스,General Uptrend,60,3990.0,11283.0,3899.25,3504.6,52.87356321839081,0.7818627450980392
2025-12-30,293480,하나제약,General Uptrend,60,11230.0,25455.0,11667.0,11587.8,28.70370370370371,0.4816326530612245
2025-12-30,293580,나우IB,General Uptrend,60,1536.0,3358721.0,1353.1,1241.04,67.13819368879217,0.3484562066792691
2025-12-30,108490,로보티즈,General Uptrend,60,259000.0,336879.0,279325.0,240350.0,39.01345291479821,0.7888223160789707
2025-12-30,153710,옵티팜,General Uptrend,60,5080.0,16230.0,5179.5,5100.2,37.93103448275862,0.3675675675675676
2025-12-30,005250,녹십자홀딩스,General Uptrend,60,15910.0,38259.0,16504.5,16209.6,47.31182795698925,0.6462809917355372
2025-12-30,290650,엘앤씨바이오,General Uptrend,60,61200.0,301071.0,65965.0,58335.0,39.92537313432836,0.694358640871403
2025-12-30,005800,신영와코루,General Uptrend,60,16480.0,11581.0,16558.5,15030.6,58.62533692722372,0.5567928730512249
2025-12-30,004360,세방,General Uptrend,60,14350.0,22731.0,14939.5,14112.8,48.85993485342019,0.626984126984127
2025-12-30,004700,조광피혁,General Uptrend,60,65800.0,1493.0,68995.0,67636.0,38.059701492537314,0.42021276595744683
2025-12-30,000430,대원강업,General Uptrend,60,3810.0,39575.0,3912.5,3898.4,38.65546218487395,0.5280373831775701
2025-12-30,000650,천일고속,General Uptrend,60,352000.0,58150.0,378975.0,192306.0,46.808510638297875,0.6795366795366795
2025-12-30,002780,진흥기업,General Uptrend,60,746.0,807070.0,716.2,684.62,70.39106145251397,0.4180602006688963
2025-12-30,001740,SK네트웍스,General Uptrend,60,4510.0,108455.0,4624.0,4606.1,39.99999999999999,0.5573122529644269
2025-12-30,285490,노바텍,General Uptrend,60,20100.0,72039.0,21075.0,20662.0,43.75,0.4387755102040816
2025-12-30,064960,SNT모티브,General Uptrend,60,34600.0,40142.0,34870.0,33231.0,42.857142857142854,0.35714285714285715
2025-12-30,053980,오상자이엘,General Uptrend,60,3435.0,43763.0,3718.25,3565.9,26.77165354330708,0.4067796610169492
2025-12-30,066570,LG전자,General Uptrend,60,91900.0,316530.0,93810.0,90544.0,39.41176470588236,0.7239583333333334
2025-12-30,050120,ES큐브,General Uptrend,60,2850.0,4885.0,3024.0,2967.5,40.49999999999999,0.5930851063829787
2025-12-30,413630,씨피시스템,General Uptrend,60,4540.0,1295109.0,4503.75,4292.6,49.52153110047847,0.785377358490566
2025-12-30,310210,보로노이,General Uptrend,60,216000.0,137050.0,220000.0,215912.0,45.890410958904106,0.7893333333333333
2025-12-30,046940,우원개발,General Uptrend,60,3490.0,131116.0,3378.0,3135.6,62.44541484716157,0.6920731707317073
2025-12-30,017940,E1,General Uptrend,60,82800.0,4782.0,85835.0,81900.0,46.30541871921183,0.6244541484716157
2025-12-30,005880,대한해운,General Uptrend,60,1756.0,899661.0,1852.95,1812.64,25.868725868725875,0.5399449035812672
2025-12-30,033290,로젠,General Uptrend,60,2160.0,30046.0,2168.75,2079.08,46.7391304347826,0.6078431372549019
2025-12-30,033340,좋은사람들,General Uptrend,60,1671.0,433937.0,1697.45,1686.64,40.38929440389295,0.4661558109833972
2025-12-30,009520,포스코엠텍,General Uptrend,60,15820.0,308609.0,16076.0,15807.2,44.4043321299639,0.71334214002642
2025-12-30,026890,스틱인베스트먼트,General Uptrend,60,9410.0,50963.0,10405.5,10385.0,15.736040609137063,0.4530386740331492
2025-12-30,462520,조선내화,General Uptrend,60,14250.0,4177.0,14425.5,14364.6,43.421052631578945,0.3208955223880597
2025-12-30,030000,제일기획,General Uptrend,60,20850.0,586585.0,22685.0,21940.0,19.444444444444443,0.6242331288343558
2025-12-30,005990,매일홀딩스,General Uptrend,60,11070.0,1009.0,11131.0,10984.4,36.170212765957444,0.7768115942028986
2025-12-30,035000,HS애드,General Uptrend,60,8620.0,8955.0,9031.5,8858.8,25.714285714285722,0.7337461300309598
2025-12-30,033200,모아텍,General Uptrend,60,3235.0,35926.0,3313.25,3170.4,43.22344322344322,0.3431372549019608
2025-12-30,000850,화천기공,General Uptrend,60,36300.0,11024.0,36570.0,33598.0,49.6124031007752,0.6447761194029851
2025-12-30,035460,기산텔레콤,General Uptrend,60,1915.0,17722.0,1910.3,1836.66,76.92307692307693,0.30446194225721784
2025-12-30,027040,서울전자통신,General Uptrend,60,189.0,99029.0,193.6,193.3,43.75,0.5608308605341247
2025-12-30,406820,뷰티스킨,General Uptrend,60,18290.0,138469.0,14125.5,12731.6,76.26827171109201,0.7194055944055944
2025-12-30,388870,파로스아이바이오,General Uptrend,60,9200.0,167202.0,9947.0,7610.5,52.622673434856175,0.6200814111261872
2025-12-30,037330,인지디스플레,General Uptrend,60,1415.0,20724.0,1400.75,1394.02,66.21621621621622,0.5060240963855421
2025-12-30,037230,한국팩키지,General Uptrend,60,1940.0,22012.0,1966.75,1950.46,37.77777777777778,0.34952298352124894
2025-12-30,003100,선광,General Uptrend,60,19200.0,14691.0,19976.0,19196.8,33.18385650224215,0.5475113122171946
2025-12-30,049550,잉크테크,General Uptrend,60,3200.0,2230.0,3188.0,3053.7,44.89795918367347,0.36099585062240663
2025-12-30,016710,대성홀딩스,General Uptrend,60,8510.0,13134.0,8823.0,8612.0,43.38235294117648,0.3834080717488789
2025-12-30,049720,고려신용정보,General Uptrend,60,10580.0,32100.0,10907.0,10735.4,37.07865168539326,0.6435643564356436
2025-12-30,034950,한국기업평가,General Uptrend,60,99900.0,1013.0,99485.0,99062.0,56.52173913043478,0.6666666666666666
2025-12-30,037710,광주신세계,General Uptrend,60,31700.0,11439.0,31767.5,31004.0,54.09836065573771,0.6470588235294118
2025-12-30,060370,LS마린솔루션,General Uptrend,60,30000.0,152127.0,30767.5,28379.0,48.04469273743017,0.7192908400168848
2025-12-30,365340,성일하이텍,General Uptrend,60,41100.0,24901.0,42762.5,42235.0,28.310502283105023,0.5928753180661578
2025-12-30,126720,수산인더스트리,General Uptrend,60,21200.0,11413.0,21690.0,21303.0,39.189189189189186,0.30576631259484066
2025-12-30,129920,대성하이텍,General Uptrend,60,4020.0,32675.0,3972.25,3832.6,42.56756756756757,0.3116036505867014
2025-12-30,032190,다우데이타,General Uptrend,60,18480.0,70809.0,19629.0,18264.6,37.9746835443038,0.7670157068062827
2025-12-30,400760,NH올원리츠,General Uptrend,60,3360.0,129412.0,3528.75,3472.5,22.66666666666667,0.3888888888888889
2025-12-30,404990,신한서부티엔디리츠,General Uptrend,60,3585.0,61525.0,3614.75,3551.6,43.11926605504587,0.6721311475409836
2025-12-30,066670,디티씨,General Uptrend,60,3400.0,30862.0,3350.75,3036.8,55.376344086021504,0.7560975609756098
2025-12-30,051370,인터플렉스,General Uptrend,60,10520.0,68529.0,11019.0,10199.2,33.58208955223881,0.6435272045028143
2025-12-30,021650,한국큐빅,General Uptrend,60,2315.0,12182.0,2327.5,2283.7,33.33333333333333,0.48717948717948717
2025-12-30,067080,대화제약,General Uptrend,60,17520.0,111972.0,18758.5,17424.4,26.237623762376245,0.5060240963855421
2025-12-30,032540,TJ미디어,General Uptrend,60,5580.0,9470.0,5627.5,5608.0,56.25,0.6094674556213018
2025-12-30,032620,유비케어,General Uptrend,60,3670.0,104427.0,3837.25,3795.1,36.0,0.4340277777777778
2025-12-30,024090,디씨엠,General Uptrend,60,12520.0,1344.0,12780.0,12294.8,43.29896907216495,0.3994708994708995
2025-12-30,023960,에쓰씨엔지니어링,General Uptrend,60,1313.0,213587.0,1284.25,1252.9,69.44444444444444,0.5135135135135135
2025-12-30,454910,두산로보틱스,General Uptrend,60,77900.0,171248.0,80535.0,77648.0,41.30434782608696,0.6854334226988382
2025-12-30,032680,소프트센,General Uptrend,60,309.0,285412.0,302.95,280.02,67.34693877551021,0.6616702355460385
2025-12-30,032960,동일기연,General Uptrend,60,15750.0,5488.0,15378.0,14610.6,62.26765799256505,0.6459227467811158
2025-12-30,026150,특수건설,General Uptrend,60,6370.0,154558.0,6133.5,5814.0,56.19047619047619,0.3482142857142857
2025-12-30,033130,디지틀조선,General Uptrend,60,1707.0,137863.0,1580.15,1511.66,78.19767441860465,0.5759075907590759
2025-12-30,014440,영보화학,General Uptrend,60,4850.0,64674.0,5072.0,4760.0,43.421052631578945,0.5046554934823091
2025-12-30,041520,이엘씨,General Uptrend,60,7120.0,4608.0,7361.5,7097.4,33.33333333333333,0.4354066985645933
2025-12-30,023800,인지컨트롤스,General Uptrend,60,6430.0,23837.0,6377.5,6180.8,50.0,0.7619047619047619
2025-12-30,060280,큐렉소,General Uptrend,60,13040.0,509335.0,13363.0,11870.0,44.61756373937677,0.7894156560088202
2025-12-30,136410,아셈스,General Uptrend,60,9930.0,27905.0,10581.5,10439.8,8.333333333333329,0.5805892547660312
2025-12-30,137080,나래나노텍,General Uptrend,60,3970.0,67465.0,3549.25,3337.0,63.68286445012788,0.5091743119266054
2025-12-30,211050,인카금융서비스,General Uptrend,60,12970.0,129745.0,14279.0,13474.2,15.430267062314556,0.7094170403587444
2025-12-30,330730,스톤브릿지벤처스,General Uptrend,60,5200.0,96291.0,5677.0,5198.3,45.88607594936709,0.46511627906976744
2025-12-30,408920,메쎄이상,General Uptrend,60,3180.0,13305.0,3255.25,3081.4,50.68493150684931,0.6623093681917211
2025-12-30,388720,유일로보틱스,General Uptrend,60,83100.0,81259.0,87795.0,83488.0,46.902654867256636,0.7539267015706806
2025-12-30,366030,공구우먼,General Uptrend,60,5250.0,111168.0,5857.5,5498.9,39.726027397260275,0.5580286168521462
2025-12-30,049960,쎌바이오텍,General Uptrend,60,13070.0,6267.0,13731.5,12832.8,42.774566473988436,0.5
2025-12-30,065710,서호전기,General Uptrend,60,51000.0,22584.0,53482.5,46448.0,51.196172248803826,0.7791015140233308
2025-12-30,030610,교보증권,General Uptrend,60,9465.0,83709.0,9617.25,9460.1,46.90553745928339,0.7568306010928961
2025-12-30,067830,세이브존I&C,General Uptrend,60,3255.0,411387.0,3129.5,2700.0,58.989598811292716,0.5981735159817352
2025-12-30,033530,SJG세종,General Uptrend,60,10110.0,799347.0,9833.5,8998.0,54.255319148936174,0.7354130560369728
2025-12-30,069260,티케이지휴켐스,General Uptrend,60,18860.0,44020.0,19323.0,18567.2,38.75598086124402,0.7533112582781457
2025-12-30,069620,대웅제약,General Uptrend,60,172700.0,19329.0,181075.0,165458.0,34.51327433628319,0.7046460176991151
2025-12-30,035600,KG이니시스,General Uptrend,60,10190.0,68603.0,10685.0,10537.6,29.824561403508767,0.43529411764705883
2025-12-30,069960,현대백화점,General Uptrend,60,88800.0,24166.0,92480.0,89736.0,43.67088607594936,0.7968605724838412
2025-12-30,065690,파커스,General Uptrend,60,1206.0,130555.0,1199.45,1069.28,53.00429184549357,0.479108635097493
2025-12-30,263920,휴엠앤씨,General Uptrend,60,3900.0,2910.0,3955.25,3926.2,32.67716535433071,0.7372400756143668
2025-12-30,166090,하나머티리얼즈,General Uptrend,60,43050.0,113801.0,43245.0,42098.0,45.16129032258064,0.7540983606557377
2025-12-30,267290,경동도시가스,General Uptrend,60,20600.0,16020.0,21630.0,21200.0,30.0,0.6226415094339622
2025-12-30,251630,브이원텍,General Uptrend,60,5680.0,47688.0,5727.0,5377.9,52.857142857142854,0.6704
2025-12-30,042420,네오위즈홀딩스,General Uptrend,60,25000.0,3085.0,26260.0,25639.0,28.57142857142857,0.5040650406504065
2025-12-30,039010,현대에이치티,General Uptrend,60,9000.0,33803.0,9193.5,8418.8,50.85324232081911,0.6758474576271186
2025-12-30,040420,정상제이엘에스,General Uptrend,60,5970.0,25534.0,6431.0,6397.8,13.8888888888889,0.35294117647058826
2025-12-30,344860,이노진,General Uptrend,60,1866.0,244283.0,1847.45,1715.48,54.285714285714285,0.32416787264833574
2025-12-30,036580,팜스코,General Uptrend,60,2400.0,13450.0,2496.25,2478.8,16.981132075471706,0.3348115299334812
2025-12-30,418420,라온텍,General Uptrend,60,4420.0,44929.0,4445.75,4318.3,43.39622641509434,0.44329896907216493
2025-12-30,309960,LB인베스트먼트,General Uptrend,60,5560.0,124503.0,5775.5,5437.5,49.64028776978417,0.6189349112426036
2025-12-30,040160,누리플렉스,General Uptrend,60,3755.0,13208.0,3886.5,3578.9,23.456790123456784,0.5447897623400365
2025-12-30,000250,삼천당제약,General Uptrend,60,233500.0,82325.0,227325.0,222664.0,53.6144578313253,0.7895369813589898
2025-12-30,017480,삼현철강,General Uptrend,60,4520.0,4577.0,4665.5,4617.3,37.5,0.4472049689440994
2025-12-30,048770,TPC,General Uptrend,60,3115.0,922779.0,2584.0,2315.26,65.20076481835565,0.7455688965122927
2025-12-30,038500,삼표시멘트,General Uptrend,60,4900.0,2676662.0,4253.25,3535.2,70.0,0.5629322268326418
2025-12-30,042670,HD현대인프라코어,General Uptrend,60,13800.0,0.0,15106.0,14971.4,38.65248226950355,0.7540983606557377
2025-12-30,417010,나노팀,General Uptrend,60,7000.0,506493.0,5946.0,5260.0,64.90727532097004,0.5101289134438306
2025-12-30,161580,필옵틱스,General Uptrend,60,43950.0,194782.0,44037.5,43607.0,50.42016806722689,0.6402279743528853
2025-12-30,178320,서진시스템,General Uptrend,60,25350.0,135825.0,25980.0,25706.0,37.301587301587304,0.6085164835164835
2025-12-30,083500,에프엔에스테크,General Uptrend,60,14520.0,44600.0,15071.0,14209.8,34.57142857142857,0.7017017017017017
2025-12-30,000950,전방,General Uptrend,60,35400.0,1014.0,38357.5,36250.0,43.94463667820069,0.5590062111801242
2025-12-30,271560,오리온,General Uptrend,60,106100.0,53675.0,104720.0,103842.0,71.66666666666667,0.30033003300330036
2025-12-30,012210,삼미금속,General Uptrend,60,10600.0,7394165.0,12331.5,10687.0,43.80165289256198,0.6633291614518148
2025-12-30,000050,경방,General Uptrend,60,9390.0,275103.0,9007.5,7727.0,61.26526082130965,0.4043583535108959
2025-12-30,000240,한국앤컴퍼니,General Uptrend,60,26250.0,72983.0,26920.0,26164.0,36.170212765957444,0.7609208972845336
2025-12-30,171090,선익시스템,General Uptrend,60,52400.0,26707.0,53945.0,51266.0,41.935483870967744,0.7836734693877551
2025-12-30,000970,한국주철관공업,General Uptrend,60,7080.0,18567.0,7318.0,7105.6,32.55813953488372,0.453781512605042
2025-12-30,003300,한일홀딩스,General Uptrend,60,16440.0,26852.0,17249.0,16786.0,42.10526315789473,0.4712460063897764
2025-12-30,001070,대한방직,General Uptrend,60,6340.0,11906.0,6569.0,6407.4,42.98245614035088,0.4843205574912892
